Unnamed: 0,source,author,title,description,urlToImage,publishedAt,content
124,"{'id': 'engadget', 'name': 'Engadget'}",Mariella Moon,"Microsoft email server flaws exploited to hack at least 30,000 US organizations","The emergency security patch Microsoft rolled out a few days ago to fix four zero-day flaws in Exchange Server didn't deter the hacking group that's been exploiting them. In fact, according to Krebs on Security and Wired, the the Chinese state-sponsored group…",https://s.yimg.com/uu/api/res/1.2/PLbFcIP9bCQhwkpWDsJtFQ--~B/aD0zNjk1O3c9NTU0MjthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-images/2019-09/4f8e0af0-d13d-11e9-85cf-23cf45224ba3.cf.jpg,2021-03-06T04:33:24Z,"The emergency security patch Microsoft rolled out a few days ago to fix four zero-day flaws in Exchange Server didn't deter the hacking group that's been exploiting them. In fact, according to Krebs … [+2703 chars]"
125,"{'id': 'wired', 'name': 'Wired'}",Jason Parham,What Do TV’s Race Fantasies Actually Want to Say?,"Shows like 'Bridgerton' and 'Hollywood' alter the past in the name of inclusion. It would benefit us more to write the world as it was, as it is.","https://media.wired.com/photos/60395b439ce0b4203085d94e/191:100/w_1280,c_limit/Culture_BRIDGERTON_108_Unit_00543R.jpg",2021-03-02T14:00:00Z,"Not all fantasies are created equal. Take Bridgerton, the multiracial British period drama that is producer Shonda Rhimes first show for Netflix. It was an unprecedented hit: Reaching 82 million hous… [+3669 chars]"
126,"{'id': 'wired', 'name': 'Wired'}",Eric Niiler,The Tide Is High–and Getting Higher,A trove of historic records show that dredging and sea level rise are making nuisance high tides worse along the US coasts.,"https://media.wired.com/photos/604299c5bc9d842459e763c0/191:100/w_1280,c_limit/Science_hightide_1228230075.jpg",2021-03-08T12:00:00Z,"Living near the ocean is a dream for many people. But in recent years, the effects of climate change have made it a dicey proposition. Hurricanes have become more intense, leading to bigger storm sur… [+3871 chars]"
127,"{'id': 'engadget', 'name': 'Engadget'}",https://www.engadget.com/about/editors/mariella-moon,FBI report reveals cybercrime victims lost $4.2 billion in 2020,"The FBI's Internet Crime Complaint Center (IC3) has published its annual report (PDF) for 2020, wherein it revealed that cybercrime victims in the US reported a total loss of $4.2 billion for the year.",https://s.yimg.com/os/creatr-images/2019-12/3373cf40-177d-11ea-bf5f-4f7b7d626799,2021-03-18T12:20:48Z,"The FBI's Internet Crime Complaint Center (IC3) has published its annual report (PDF) for 2020, and it revealed that cybercrime victims in the US reported a total loss of $4.2 billion for the year. T… [+2049 chars]"
128,"{'id': 'the-verge', 'name': 'The Verge'}",Nicole Wetsman,Adjusted AstraZeneca data shows COVID-19 vaccine 76 percent effective,AstraZeneca released new data on its COVID-19 vaccine after US health officials rebuked its first press release. The company released incomplete data. The vaccine appears effective.,https://cdn.vox-cdn.com/thumbor/jfkZWS8mK3qGxWf2P0wPVG6r_hQ=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22357718/acastro_210309_1777_vaccine_0002.jpg,2021-03-25T12:35:54Z,"Federal officials publicly rebuked the company earlier this week
Illustration by Alex Castro / The Verge
AstraZeneca released updated data on its COVID-19 vaccine, saying a more recent analysis sho… [+2413 chars]"
129,"{'id': 'cnn', 'name': 'CNN'}","Opinion by Richard Galant, CNN",Opinion: Who's teaching us to hate,Where does the hate come from? That was the question on many people's minds after the killing of women at three spas in Georgia on Tuesday drew even more attention to the targeting of Asian Americans in the year since the coronavirus pandemic was declared.,https://cdn.cnn.com/cnnnext/dam/assets/210319015727-01-atlanta-shooting-memorial-0318-super-tease.jpg,2021-03-21T12:00:23Z,"Sign up to get our new weekly column as a newsletter. We're looking back at the strongest, smartest opinion takes of the week from CNN and other outlets.
 (CNN)Where does the hate come from? That wa… [+15302 chars]"
130,"{'id': 'cnn', 'name': 'CNN'}","Jen Christensen, CNN",US coronavirus vaccine rollout becomes 'less messy',"In December, then President-elect Joe Biden set a goal of getting 100 million people vaccinated against Covid-19 in the first 100 days of his presidency. At this rate, it looks like US will hit that mark on Friday, which is day 58.",https://cdn.cnn.com/cnnnext/dam/assets/210318180843-nurse-holds-a-vaccine-super-tease.jpeg,2021-03-19T00:04:50Z,"(CNN)In December, then President-elect Joe Biden set a goal of getting 100 million people vaccinated against Covid-19 in the first 100 days of his presidency. At this rate, it looks like US will hit … [+7818 chars]"
131,"{'id': 'wired', 'name': 'Wired'}",Angela Watercutter,Watch Us Sing Sea Chanteys on Twitch With The Longest Johns,"The WIRED crew will be playing a little 'Sea of Thieves' too, matey.","https://media.wired.com/photos/60429b9a4dccef2645d38937/191:100/w_1280,c_limit/Culture_seashanty_1048813758.jpg",2021-03-08T15:00:00Z,"Like a lot of people, we here at WIRED have spent a good portion of these early weeks of 2021 obsessed with sea chanteys. Although the merchant marine songs date back to the 19th century, they recent… [+1134 chars]"
132,"{'id': 'wired', 'name': 'Wired'}",Sarah Ruth Bates,The Game Walden Shows Us That Some Things Can’t Be Digitized,"It invites players to ""live deliberately"" in the woods, as Thoreau did—but it's not an experience you can easily replicate.","https://media.wired.com/photos/60414e03f02d2d2aebd21242/191:100/w_1280,c_limit/games_walden.jpg",2021-03-05T13:00:00Z,"In the book Walden, Thoreau writes scene after scene of his adventures by the pond, each recounted with specificity and delight. I especially love his story about fishing by moonlight.
These experie… [+3626 chars]"
133,"{'id': None, 'name': 'New York Times'}",Jeff Asher,US Murder Rate Remains Elevated as New Reporting System Begins,"A new system will be a “leap forward,” but in the short term it may hurt the public’s ability to evaluate key trends during a volatile period.",https://static01.nyt.com/images/2021/03/16/upshot/16up-crime-stats-sub/16up-crime-stats-sub-facebookJumbo.jpg,2021-03-16T09:00:12Z,"The F.B.I. has two basic national crime data collection systems that it relies on to create estimates of local and national trends. One is the Summary Reporting System (S.R.S.), which has two main pr… [+1771 chars]"
134,"{'id': 'the-verge', 'name': 'The Verge'}",Taylor Lyles,Microsoft reiterates ‘VR for console is not a focus for us’ following localization bug,"Following a pop-up message that hinted at VR support for Xbox Series X, Microsoft debunked the rumors of the new hardware citing it VR for console is not a focus for the company at this time.",https://cdn.vox-cdn.com/thumbor/42ej3mdIIijjy63TWR0wD5Wl6HQ=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/11515155/acastro_180604_1777_xbox_0001.jpg,2021-03-16T21:05:01Z,"A VR headset for Xbox is not coming anytime soon
Illustration by Alex Castro / The Verge
Microsoft has once again reiterated that VR support for Xbox was not a focus for the company, following repo… [+1254 chars]"
135,"{'id': 'the-verge', 'name': 'The Verge'}",Zoe Schiffer,"Amazon threatened warehouse workers organizing amid COVID-19 pandemic, says US labor board complaint",Amazon managers at a warehouse in Queens reportedly interrogated one of the lead walkout organizers in violation of US labor law. The case was settled before it went to trial.,https://cdn.vox-cdn.com/thumbor/y-L6MHvt0CtVVEz71kNdDVgrdQ4=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/13443460/acastro_181114_1777_amazon_hq2_0001.jpg,2021-03-22T21:13:25Z,"The investigation found that Amazon managers may have violated US labor law on four accounts
Illustration by Alex Castro / The Verge
The National Labor Relations Board (NLRB) found merit to the cla… [+2596 chars]"
136,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Armie Hammer: US actor accused of rape,"The Call Me By Your Name star denies the allegations, saying the relationship was consensual.",https://ichef.bbci.co.uk/news/1024/branded_news/CE1A/production/_117626725_mediaitem117626724.jpg,2021-03-18T23:30:22Z,"image copyrightGetty Images
image captionArmie Hammer's lawyer described the allegations against his client as ""outrageous""
US actor Armie Hammer has been accused of raping a woman in Los Angeles i… [+2970 chars]"
137,"{'id': 'cnn', 'name': 'CNN'}","Rosa Flores, Sara Weisfeldt and Catherine E. Shoichet, CNN",We met migrant teens who just crossed the border in Texas. Here's what they told us,The teenagers said they had journeyed to the US from Guatemala -- some fleeing homes destroyed by hurricanes -- in search of relatives and a better life in the US.,https://cdn.cnn.com/cnnnext/dam/assets/210318171046-01-migrant-teens-south-texas-super-tease.jpg,2021-03-19T12:24:56Z,"Hidalgo County, Texas (CNN)In the pitch-black night, the teens' eyes blink in confusion as the bright beam of a constable's flashlight shines in their direction.
They are in Texas, less than a mile … [+5268 chars]"
138,"{'id': 'bbc-news', 'name': 'BBC News'}",,US footballer Megan Rapinoe slams unequal pay,Soccer star Megan Rapinoe says despite all her success she is still paid less than men in the same job.,https://ichef.bbci.co.uk/images/ic/400xn/p09bsjhv.jpg,2021-03-25T10:25:08Z,"Soccer star Megan Rapinoe said despite her success she is still paid less than men.
Speaking at an event at the White House, to mark Equal Pay Day she said: ""I've been devalued, disrespected, dismis… [+25 chars]"
139,"{'id': 'wired', 'name': 'Wired'}",Maryn McKenna,Covid Spilled From Animals to Humans. Now It’s Spilling Back,Bats likely gave it to a mystery animal that then gave it to people. We passed it on to minks. Where does it go from there—and could it come back to us?,"https://media.wired.com/photos/6054c55ffe20326fb03e5f03/191:100/w_1280,c_limit/Science_climatedesk_474930962.jpg",2021-03-22T11:00:00Z,"By then, five more European Union nations, plus Canada, had also recorded cases on mink farmsbut they were no longer the only places affected. In August, the coronavirus was identified in minks on fu… [+3622 chars]"
140,"{'id': None, 'name': 'Gizmodo.com'}",Whitney Kimball,Republicans' Rich White Friends Will Outlive Us All,"Barring a series of increasingly tragic disasters, we’ll probably be hearing about pandemic-related political favors and mind-melting incompetence for years. Early signs also indicate that we’re in for an exhibition of bipartisan jockeying for the role of pan…","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/cayy7lxjnsdf8wl1ls5c.jpg",2021-03-09T19:40:00Z,"Barring a series of increasingly tragic disasters, well probably be hearing about pandemic-related political favors and mind-melting incompetence for years. Early signs also indicate that were in for… [+6313 chars]"
141,"{'id': None, 'name': 'New York Times'}",Sopan Deb,The Knicks Are Like Blink-182. Let Us Explain.,"Hot in the 1990s and early ’00s. A source of joy and pain for a wildly devoted fan base. An unexpected resurgence. Yep, the parallels are there.",https://static01.nyt.com/images/2021/03/05/sports/05nba-knicks-top-art/05nba-knicks-top-art-facebookJumbo.jpg,2021-03-05T22:49:39Z,"The Knicks are Blink-182.
They are 19-18, a half-game behind the fourth seed in the Eastern Conference. And fans are optimistic. Yelling outside Madison Square Garden optimistic. Spending a bunch of… [+1423 chars]"
142,"{'id': 'the-verge', 'name': 'The Verge'}",Mary Beth Griggs,COVID-19 vaccine supplies are on the rise in the US,The Biden administration says it will have enough COVID-19 vaccines to vaccinate all adults in the US by the end of May. The number of Americans willing to take the vaccine is also increasing.,https://cdn.vox-cdn.com/thumbor/VTMYt2WtkQuxMbMZ1XiBR_OEDjI=/0x306:6048x3472/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22349063/1231514913.jpg,2021-03-06T16:00:00Z,"And so is a willingness to get vaccinated
Photo by Jon Cherry / Getty Images
The US government is feeling optimistic about vaccines. By the end of May, it should have enough to vaccinate every adul… [+5580 chars]"
143,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,US grants Venezuelan migrants temporary protected status,Hundreds of thousands of Venezuelans already in the US now have the chance to stay.,https://ichef.bbci.co.uk/news/1024/branded_news/1E96/production/_117503870_gettyimages-1043143506.jpg,2021-03-09T12:20:01Z,"image copyrightGetty Images
image captionVenezuelans living in the US have been pressing the US government to do more to help
The US government is granting Venezuelans who are living in the US temp… [+2306 chars]"
